1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00066.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00067.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00068.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00069.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00070.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00071.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00072.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00073.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00074.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00075.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00076.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00077.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00078.png)
1458765931  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00079.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00080.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00081.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00082.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00083.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00084.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00085.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00086.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00087.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00088.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00089.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00090.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00091.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00092.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00093.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00094.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00095.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00096.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00097.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00098.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00099.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00100.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00101.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00102.png)
1458765932  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00103.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00104.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00105.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00106.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00107.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00108.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00109.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00110.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00111.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00112.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00113.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00114.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00115.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00116.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00117.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00118.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00119.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00120.png)
1458765933  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00121.png)
